id,company_name,legal_form,legal_country,operational_country,opening_date
1ae07f73-a2d0-4008-a182-6bf7b2f736ba,Ochoa-Bell,PLC,Mali,Greece,2007-09-08
658dcee6-e7ed-45cc-958a-75cd78a1c895,Martin-Davis,Group,Kuwait,Sri Lanka,2013-03-13
f02c019a-beb5-4e44-97b6-4bc327fd909e,Williams-Garcia,LLC,Angola,Poland,2004-01-18
d590a92d-ac8f-4027-9edd-b68ec674045b,"Simon, White and Harris",Inc,United States Virgin Islands,Guernsey,2004-03-23
fe07ea58-f80b-4cd5-8b8a-7a8a980941a3,Griffin-Thomas,Ltd,Portugal,Mexico,2014-03-10
bb03ca54-d0a6-4644-a3cf-d57291491e73,"Rangel, Robles and Shea",Inc,Namibia,Suriname,2016-10-15
90b77634-4eea-45dc-89c8-a9d9dfbba502,Johnson and Sons,LLC,Brunei Darussalam,Cuba,2003-06-18
b2f16967-e10d-4aa3-9dd1-d351bee2a8df,"Baldwin, Bullock and Sullivan",Ltd,Ukraine,Kenya,2024-01-20
1975a29c-58a6-4e14-a81b-237db7d0de6a,Herring Inc,Inc,Rwanda,Dominican Republic,2017-10-05
d0831f4f-507b-4fb2-9cb6-7c9178205434,"Gonzalez, James and Nolan",Inc,Sudan,Korea,2017-02-19
63c7f781-18cc-4ef2-884e-b127078a9766,"Taylor, Peterson and Hubbard",Group,United States Virgin Islands,United Kingdom,2020-12-12
3d64e699-37f5-480d-9524-816caa371039,Ryan Inc,Ltd,Guinea,Turkmenistan,2010-08-27
e7cecdcc-a64a-41a6-a728-7b9b09c20551,Fuller-Gonzalez,LLC,Madagascar,Saint Helena,2013-07-03
1834b0bd-6d6a-46ef-b9e8-e4c3774fbff4,Johnson-Smith,Ltd,Somalia,Morocco,2012-11-01
f07e86ce-18d1-42e2-b887-8d991486cfdb,"Jackson, Alexander and Phillips",Inc,Christmas Island,Iraq,2016-02-28
4be1c6a0-1c46-4eee-88cb-f0267e6cea51,Roberts-Gardner,LLC,Panama,Cape Verde,2000-02-12
04c348e1-eaf7-45d8-b52f-434380de508e,"Lawson, Mitchell and Padilla",Inc,Hungary,Guyana,2022-05-13
f43e2fbc-edb9-4f54-a818-3e479b402613,"Greene, Fernandez and Hart",and Sons,Lebanon,Liechtenstein,2014-04-01
fc27e305-062d-4d7e-911c-d1b8ff9307e2,"Haynes, Doyle and Washington",and Sons,Liechtenstein,Kuwait,2016-07-15
2aca11f8-bbed-43aa-97f4-2ad1aa1de764,Yates Group,Inc,Venezuela,Bhutan,2024-04-19
27647098-47ea-4104-b9cf-3dfd362a4ecc,Smith LLC,LLC,New Caledonia,Saint Pierre and Miquelon,2013-09-05
d6aeacb2-dc9d-4d9f-b7f5-b0afc7f1a79c,"Harris, Thomas and Harris",and Sons,Cuba,Bahamas,2013-07-22
49b0e0a7-0635-403f-ac5c-29a10f018721,"Serrano, Snyder and Horton",Ltd,Gambia,Kyrgyz Republic,2016-02-10
5bf01256-7959-4934-8770-7f6fbe14fabf,"Atkinson, Mcmahon and Nixon",Group,Christmas Island,Algeria,2017-08-04
65b90f5f-4525-4ff9-a548-56eec6316e29,Fritz Inc,LLC,Pitcairn Islands,Ghana,2008-11-03
5e46ce90-b093-4a05-a7bf-5c1f5d58b13d,"Simpson, Lopez and Haynes",Group,Falkland Islands (Malvinas),Samoa,2001-04-22
3bd0f435-9b6a-48cb-871b-062a28484825,Scott-Morris,LLC,Albania,Puerto Rico,2006-10-08
1bfe238a-0898-462e-86b4-318ddadb5bdd,"Waters, Wood and Thomas",Group,Honduras,Guernsey,2017-02-01
f08727e9-22ab-438c-aa78-785fdb302166,Ramos LLC,and Sons,Hong Kong,Philippines,2007-11-16
4ded8f8f-8c35-4f98-91bd-4a99fd4f0a81,"Holmes, Davis and Nichols",PLC,Belarus,French Guiana,2004-11-28
b4a2acc7-5033-45fb-8c57-607e1c64a1bd,Hinton Inc,and Sons,Bulgaria,Bahrain,2021-11-28
17fddba3-c7c9-4eb3-8401-fd031a4e50af,"Galvan, Ochoa and Brown",Inc,Ethiopia,Greece,2016-05-29
7ad9a46b-0f0d-4ffb-afbb-5e422bcf1574,Le Inc,Inc,Djibouti,Tanzania,2013-09-27
c4b57a57-646e-4bfc-bb90-7bcdf8ce673a,Warren-Tran,Inc,Holy See (Vatican City State),Jersey,2020-12-20
ec97ab09-6dae-4f84-8e33-e1fc8d99e8c0,English-Edwards,Ltd,Cayman Islands,Sudan,2016-11-02
4527345f-048d-4c21-bcea-dabfe66fffb0,Gilbert Group,Group,Hungary,Norfolk Island,2005-10-03
614153de-8351-42c6-80c5-2c6ad3f7fcbb,"Robinson, Smith and Barker",Inc,Bouvet Island (Bouvetoya),Cote d'Ivoire,2015-06-11
ec2344d9-4b2e-43ae-824a-e2bc92aa4229,"Kennedy, Madden and Moon",Ltd,Yemen,Italy,2016-06-03
9910a12e-c0b5-4fc6-b0b0-2e113360bcb6,Park-Booker,and Sons,Somalia,Cyprus,2017-12-12
c212163c-1c2c-4da1-b971-ad61dab2ef4a,Smith Ltd,LLC,Uganda,Japan,2018-02-15
0a7f21ad-d4bc-400f-8eb4-a752175ee299,Huber-Chapman,Group,Uganda,Japan,2015-12-13
8d1f28f0-bb8d-4f18-ab4e-1a5943830eda,Mullins-Mcdaniel,and Sons,Cocos (Keeling) Islands,Canada,2002-02-21
694e6c46-49b1-4670-b63f-7de1b91b5530,Hall LLC,and Sons,Russian Federation,Eritrea,2017-02-26
36d8da14-b76e-47cc-80d6-3445c9b525b1,Dorsey-Smith,Ltd,Mauritania,Czech Republic,2018-07-31
7272761a-d473-48aa-a997-3c846e98a0b0,Jackson-Daniels,Ltd,Kyrgyz Republic,Korea,2002-10-01
5029cd8b-33e5-46cb-8ea2-195ad8a47f05,Mendoza PLC,Inc,Vietnam,Argentina,2014-07-19
82b92fe1-9e04-43f8-ad57-d86642611249,Patrick-Flores,Ltd,Turkey,Saint Helena,2022-04-22
6467f20d-8ad6-4709-b95a-648ab7be4076,Solomon and Sons,Inc,Libyan Arab Jamahiriya,New Caledonia,2005-09-17
f4a219a0-b90f-488f-8228-b1b06a78f079,"Brown, Torres and Sanchez",Ltd,Martinique,Papua New Guinea,2006-07-30
ad62590a-c2e9-43fa-9ab8-280c2a021d96,Marshall Ltd,PLC,Poland,Hungary,2000-01-07
b92f386f-ac2f-48b1-92a0-bbed53204021,Harris LLC,Group,Philippines,Botswana,2000-05-04
31922db3-e5ec-4b60-95ad-d085502095ab,Hamilton-Olson,PLC,Botswana,Micronesia,2022-01-16
4bad1176-b967-4085-a366-d33f8204a124,"Gibson, Hunter and Olson",and Sons,Iraq,United Arab Emirates,2002-04-04
ecb4861d-5a94-4c6f-ace3-76dd191b9da0,"Alexander, Cruz and Combs",PLC,Luxembourg,Djibouti,2022-11-01
f4c74137-5467-4bac-bd02-8ff7fbddb22d,Cunningham-Reynolds,LLC,Croatia,Lithuania,2016-01-12
40f0cb74-2890-4cb0-85f7-3eaf6994a0f8,Franco-Hurst,Ltd,Bulgaria,Ghana,2001-04-16
67273acd-899e-4a0b-a2dc-0a824a55beb7,Moss-Nelson,PLC,Uzbekistan,Belize,2015-02-01
658d448d-a49a-46cb-a92f-84c51b30e4c3,"Brown, Graves and Russell",PLC,Romania,Spain,2023-07-01
e78b2388-800a-4d84-9a3d-976f90fd08d4,Ward-Lambert,Inc,Slovakia (Slovak Republic),Heard Island and McDonald Islands,2015-12-24
e764a2ad-3e5b-4d77-a4ea-d54b103de2a2,Davis-Sullivan,Group,Samoa,Dominican Republic,2005-08-05
23e81a44-f85b-47f6-94ee-df3abb03b9d2,Williams LLC,PLC,Singapore,Mali,2021-07-11
b36eacd1-2309-4807-9fc6-d7d5cb51d1ec,"Alexander, Harrison and Stokes",Group,Palestinian Territory,Kazakhstan,2021-08-31
13a78536-b2d3-453b-ad10-72e8d785ddef,Cooper-Stone,Ltd,Netherlands Antilles,Lesotho,2016-05-15
1aebd85b-d7c1-488a-8d28-b46074ea7472,"White, Elliott and Thomas",PLC,Heard Island and McDonald Islands,Greenland,2002-11-08
30178520-18b3-421b-be38-95ea4e1b9c48,"Macdonald, Cruz and Smith",and Sons,Northern Mariana Islands,Guinea,2008-04-29
b122a3d4-3b6f-4d30-9372-1b72812df2b8,White PLC,PLC,Papua New Guinea,Lesotho,2017-09-19
066b77ad-a856-453b-945d-116e4efa50d2,"Thompson, Benson and Johnson",Inc,Guyana,Mayotte,2009-04-29
5f90adcc-21cd-4c92-b2a5-65b157d95a80,"Caldwell, Rivas and Russo",Group,Hong Kong,Spain,2016-08-02
a473ec0a-eaf2-45ec-b334-fe2ce07f7047,Hall-Robinson,Ltd,Suriname,France,2016-12-14
65a7323c-5605-418d-a186-648f4de454d1,Patton Group,PLC,Panama,Guadeloupe,2012-06-21
8939e4c5-758d-45cd-a97d-5311b5ae93af,"Schwartz, Kelley and Gonzalez",PLC,Saint Vincent and the Grenadines,Serbia,2000-11-24
61d2c526-5e56-40b2-89fc-b3b7d8d1bbef,"Jones, Garcia and Kelley",PLC,British Virgin Islands,Lebanon,2001-08-05
aef5346c-bbc3-4313-8f40-6a69c73027c0,Bowman-Sanders,Inc,Japan,Reunion,2014-04-19
d7496672-e2e9-4555-b9a0-91d64d0afe42,"Jackson, Lewis and Gonzalez",Ltd,French Guiana,Norfolk Island,2002-11-11
18f6026d-19ad-4c7e-b24a-ff3218b88821,Jensen Group,and Sons,Montserrat,Thailand,2005-02-18
83f211ce-31c1-4f4f-95df-9c7896b70e9e,Warner Group,Group,Guatemala,Switzerland,2008-10-15
28e07823-d58a-4aac-b574-39a0d4eec120,"Donaldson, Pearson and Davis",PLC,Philippines,United States Minor Outlying Islands,2023-10-07
63990701-fc30-4c34-ae64-4dc844ba3726,Gregory-Barr,Group,Cuba,Belgium,2008-02-28
87200cb3-95fc-489a-b949-4caa529d9714,Keith Inc,and Sons,Anguilla,Czech Republic,2008-02-24
e4b15c6a-302c-4e05-9a5e-5809cec95f52,"Martin, Wade and Johnson",Inc,Argentina,Swaziland,2000-08-14
3f536d89-11b2-4198-871e-03c2c2d0ae16,Miller Group,Group,Iran,Saint Vincent and the Grenadines,2016-11-29
4e184a09-f575-470e-a452-ebb499f8e894,"Anderson, Knight and Wilkerson",and Sons,Kazakhstan,Romania,2016-07-05
27175588-0dc4-4d0e-9b4b-f571fae9664f,Castillo-Bryan,Group,Italy,Bahamas,2012-07-21
da3bff95-cb1d-4cd1-8787-989cf7793218,"Lee, Wilkins and Hawkins",Ltd,Korea,Czech Republic,2011-08-16
80b6933b-b2e0-4e7b-9f55-e6a011198d69,Sanchez Inc,Inc,Philippines,Saint Kitts and Nevis,2005-07-26
51c78a92-f501-49ed-a011-49191dfdcbae,Warren Inc,PLC,Zambia,Hungary,2012-06-08
8115dcb9-2f8a-486f-a605-fc997737dae3,Richards-Petty,Inc,Cook Islands,Turks and Caicos Islands,2015-11-02
a4f697a6-9a8d-47a9-bdaf-bd639192bc84,"Pineda, Bernard and Vaughan",Ltd,Cyprus,Malawi,2023-11-30
4881ce87-254c-49ce-a3ea-792fe48b9d0a,Henson-Vincent,PLC,Lesotho,Slovenia,2016-03-11
4e4855dd-b6e8-4210-bdfc-8bd6abf02aa1,"Proctor, Robinson and Ray",PLC,Bulgaria,Svalbard & Jan Mayen Islands,2017-10-30
159f08fa-771e-49b3-a739-0cea3d28ca80,Velasquez and Sons,and Sons,Benin,Mayotte,2012-05-10
a400b827-bea8-423f-ad65-50051cb8041e,Gilbert-Erickson,and Sons,British Virgin Islands,Peru,2020-06-15
869617dd-8176-4255-86a5-75744b315f5e,Brooks LLC,Group,Haiti,Guinea,2020-10-08
9efafb6f-6957-4293-9efc-2161b799eb75,Schaefer-Liu,Inc,United States Minor Outlying Islands,Egypt,2017-02-18
c7f48078-be8c-4e67-9f69-496d1536ad26,Conley Ltd,Inc,Vanuatu,Djibouti,2002-11-25
1dc12be4-2617-4ec7-a0d6-c73970726594,"Peterson, Estrada and Burnett",Ltd,Belize,Bouvet Island (Bouvetoya),2023-08-19
aec521df-9101-48dd-8faf-e7cae85e0ebf,"Davis, Hicks and Hart",LLC,Croatia,Belize,2021-08-09
18d85547-2b29-402f-b0c7-01bbb966f8cd,Johnston-Watson,LLC,Singapore,Honduras,2014-01-12
8eeb1739-42d0-4632-9720-63f94ecfe229,"Morris, Jackson and Osborne",and Sons,Morocco,Bolivia,2013-03-14
5de92ac8-20d2-44d7-89cf-82c23ecb0330,Hawkins-Haynes,Ltd,Georgia,Andorra,2018-06-11
d065f0e7-6ed9-4784-a825-e0eeb71833ad,Mcneil LLC,Ltd,Falkland Islands (Malvinas),Philippines,2004-08-25
6b1cc27b-cf9c-444f-a37c-4139d2c97f23,"Gordon, Daniel and Ryan",and Sons,Hungary,Saint Barthelemy,2009-10-23
fd6327d4-8f5f-41f8-9216-68b5406020f1,Richardson-Curtis,Inc,Thailand,Denmark,2003-05-17
38f0ff64-423e-4676-81d6-9cd8c324f7f4,"Cooper, Porter and Wood",LLC,Bermuda,Canada,2011-02-06
b0bf1818-943f-4236-aa43-a426dd32a2a0,Sanchez Ltd,LLC,Cape Verde,Kuwait,2014-01-11
fd424cc0-cb68-4aac-9431-c93d932a0b42,"Drake, Hinton and Pacheco",PLC,Russian Federation,Australia,2007-03-29
03936ddb-dfdf-44c1-8fb4-cd96c7a1a399,Baker-Knox,LLC,Turkmenistan,Sierra Leone,2006-12-27
a1e8cab3-5fa0-4f08-b783-cfd4ad2b4e10,Mitchell LLC,Inc,Mauritania,Australia,2001-04-05
cd057e25-9dd4-45fa-8886-c21807089c3d,Frazier Ltd,Inc,Spain,Gabon,2006-12-16
d76798c2-02a2-4091-b370-eb230e7d5379,"Espinoza, Brown and Campbell",PLC,Northern Mariana Islands,Guadeloupe,2009-03-27
816fcf57-9d2e-4e7b-8911-56d0824649e5,Haas Inc,Group,Pakistan,Haiti,2010-01-13
abe167aa-cc17-4bea-b75f-98becb5f3183,Henderson PLC,PLC,Lao People's Democratic Republic,Equatorial Guinea,2018-02-23
fe0649c2-07d2-4e77-9d59-9c4db0c47b96,Miller LLC,LLC,Spain,Guatemala,2016-06-12
a35c90c6-7a6e-4582-aa9e-886e7b45d552,Le Group,and Sons,Trinidad and Tobago,Rwanda,2010-08-31
d623b568-8603-486c-b3c6-1ee47340d00f,Jackson Inc,Ltd,Mongolia,Croatia,2004-11-03
6e95cb03-70bd-40ad-a903-f5488a3f6cca,"Allen, Gutierrez and Ho",Group,Macao,Malta,2014-04-16
b39616d7-7c1c-4858-88dc-b1d159f90bc4,Castro PLC,Inc,Saint Pierre and Miquelon,Togo,2009-07-26
e5d04c02-4299-4a45-9736-ce80beb72c5c,Smith-King,Group,Madagascar,United Kingdom,2021-07-19
e56e0927-4a3a-4eea-8019-ecd5ba95a0ee,Jones-Hoffman,Group,American Samoa,Panama,2013-07-27
61c976cf-0ed2-4e30-8809-8786f31dce95,Berg-Williams,Ltd,Congo,Kuwait,2003-08-01
e41f772d-f510-4989-8e55-3292d4bbf130,Smith Ltd,PLC,Bangladesh,Bangladesh,2001-01-25
c2c1dace-4d48-41ca-8308-08e39e7b8542,Rios LLC,Ltd,Croatia,Panama,2011-12-12
3b5288e5-1634-4ec7-bab9-78b1ee0b7c1e,Vega-Moore,Group,Congo,French Polynesia,2014-04-19
e84c9421-ea4a-4dfd-babe-08b469e32a52,"Calderon, Reid and Jones",Inc,French Polynesia,Iceland,2021-09-01
9e016efc-393b-4380-bcbf-99cdf0558698,"Allen, Jones and Richmond",Inc,Kuwait,Slovenia,2017-04-26
bc103a4b-4a3b-47f3-94d7-901c1e4c3fb6,"Melendez, Johnson and Thomas",PLC,Cayman Islands,Bolivia,2017-10-05
a0507566-3677-4c35-8615-d4d219e67a08,Allen Ltd,LLC,Turks and Caicos Islands,Reunion,2020-02-16
e8ffc8a9-2abc-43a1-90ce-f47f951aa758,Dean-Hill,Group,Fiji,Saint Vincent and the Grenadines,2004-11-03
2e699c1b-ddbb-4aa9-80ee-1a1722374209,Hernandez-Morales,Ltd,Cambodia,Antarctica (the territory South of 60 deg S),2001-07-11
1e46a308-6807-45ae-9f3f-09cb6184e16e,Oliver and Sons,and Sons,Haiti,Fiji,2015-10-06
9760cbe9-e25d-4477-b3e0-560ba51289c0,Hart-Carter,Inc,Turkey,Spain,2013-03-03
63bfce5e-8c3f-4991-a81e-c03a2693faf3,Cortez-Rojas,and Sons,Gambia,Zimbabwe,2013-04-13
e6cdddcf-cb62-4461-98ce-b6968aa2a68b,Miller-Carter,Inc,Samoa,Palestinian Territory,2014-04-22
01ec5fc8-37dd-4e50-83e7-64d557bafa06,"Gray, Gonzalez and Hansen",LLC,Svalbard & Jan Mayen Islands,Malta,2021-06-10
b12cb725-f785-4daf-8469-eb89e6d99744,Blackwell Ltd,LLC,Bulgaria,Chad,2007-02-21
074d1d90-054e-4bf4-a535-f4af8e267d48,"Stafford, Anderson and Nelson",and Sons,Guinea,Mauritius,2010-10-23
e6e32977-d858-430c-91d1-c9da993e0e4e,Cross-Blackburn,LLC,Ghana,Germany,2014-09-03
cade8c6d-072e-4358-86de-14c7a78e65cd,Sullivan-Jackson,Ltd,Sao Tome and Principe,Cambodia,2000-12-03
ad296c37-6fcf-4aae-a0cd-3b7198571f5b,Henderson-Crawford,and Sons,Tanzania,Kenya,2012-03-04
bd7b825e-c09e-4cc6-8d9a-0891434c9eb0,Dawson Inc,LLC,Maldives,Libyan Arab Jamahiriya,2007-08-05
9e986333-8c04-4c2e-88f8-83fdc1474c6b,"Walters, Vega and Alvarez",and Sons,Lithuania,Bulgaria,2008-07-27
5358f3bb-1972-4d54-9125-9749172a2787,Chandler LLC,Group,Cocos (Keeling) Islands,Bahrain,2022-05-22
a12e0b2e-95e3-4a0d-a597-8638bf6facd3,"Woods, Jackson and Sanchez",Ltd,Tonga,Sudan,2007-06-27
7c20ca25-6db4-442a-8388-4105513d4d04,Anderson PLC,Inc,Nepal,Latvia,2010-10-26
cb7da651-cb73-412b-bf38-39719ad5dbac,Miller Ltd,and Sons,Turks and Caicos Islands,Sierra Leone,2020-11-29
f85de881-b729-461a-acd2-69451b9bb71a,Brown-Green,PLC,Croatia,Lao People's Democratic Republic,2011-03-09
5abe98c9-9f8d-4970-bf58-68b4d2001fd6,Smith Inc,Group,Holy See (Vatican City State),Guyana,2005-06-16
77a8db15-54f8-40cb-82ee-2b061bc55032,Brown-Rocha,PLC,Moldova,Estonia,2003-05-24
12b96f68-24a6-4f07-ba37-1893fae3c8c7,Rogers Inc,and Sons,Saint Lucia,Liberia,2006-09-20
f29ac3cf-dffb-4ea6-8b26-b976cd064580,Wallace-Lowe,Inc,Cape Verde,Bhutan,2007-07-16
9df31a09-b893-4955-98c9-0f001f767302,Adkins-Peterson,PLC,Russian Federation,Botswana,2003-01-24
90a44620-4b3e-4beb-9818-90550fc82724,Franklin Group,Inc,French Southern Territories,Israel,2020-03-25
c38df888-f38c-41ad-9d36-6a0d89dee226,"Oneill, Wise and Mccarthy",Inc,Brazil,United States of America,2001-06-04
ecc70440-ead5-4aa3-bf1c-8c6ef2778b72,Novak-Mann,Inc,Heard Island and McDonald Islands,Botswana,2005-11-05
53b97165-90cd-4e6f-a56a-0e2886dcda95,Ingram-Wood,PLC,Zimbabwe,Micronesia,2022-11-14
c1c427e5-8feb-4eee-acbb-cdad96c44994,"Cooper, Edwards and Johnson",PLC,Chile,Ireland,2000-06-01
0e835a2e-5355-41d6-be31-75ba03395c8b,"Hoffman, White and Carlson",Group,Seychelles,Namibia,2020-10-25
36773f57-1a33-48cf-9fc2-35696f698735,"Chapman, Berry and Conway",Ltd,Cayman Islands,Korea,2005-09-18
d8690930-6359-4b0a-99a8-6b1483a7d5cc,Phelps-Dyer,and Sons,Bhutan,Liberia,2005-06-28
6f1f0977-82f8-4005-b192-5da020b7417f,Rollins Group,Inc,Cote d'Ivoire,Togo,2012-12-26
fc100d2e-2219-4c85-9855-95fd4152832a,Powell PLC,Group,Cambodia,Costa Rica,2021-01-17
ddc0ac2b-df4a-401f-8cf3-052fd5012462,"Cordova, Olson and Clark",and Sons,Equatorial Guinea,Croatia,2016-01-01
c0126147-bacf-4648-9b75-3f8b2c4ec7e6,Wilson Ltd,Group,Estonia,Serbia,2018-10-22
6b4881dd-2b43-4920-a731-c291ddf5d0b7,"Wells, Smith and Obrien",Ltd,Indonesia,Monaco,2004-01-17
85c15b1e-d2a0-4eb3-b2a4-e4e6f3c911d5,"Thompson, Parker and Smith",PLC,Andorra,Central African Republic,2022-03-03
03b2f1e2-aded-4c3b-9b40-81c79c39d0ff,Thomas Inc,and Sons,Namibia,Bosnia and Herzegovina,2000-02-27
bcb84eaf-e591-48b8-aa0e-e3131df63dc0,Reynolds-Dixon,Inc,Saint Martin,Romania,2007-01-18
78ed49e4-3074-41b8-8367-d6b9028767eb,Bates PLC,Inc,Timor-Leste,Greenland,2008-05-23
d2ba7064-b74c-4cba-9553-5b959e8de683,"Tate, Moore and Ayers",Group,Burkina Faso,Saint Kitts and Nevis,2020-02-09
c926ed3c-7a2b-47df-8dff-54a12abf1847,"Walker, Cunningham and Jones",LLC,Hungary,Ecuador,2018-05-26
4b51ec9d-1f24-41cd-831f-95ecfe99cb70,Orr-Higgins,LLC,Uzbekistan,Cambodia,2013-04-22
f6e98d3b-bfe8-47b6-8731-1194a16f1f1a,"Jackson, Lozano and Brown",PLC,Cameroon,Nauru,2004-10-09
4421bfe1-3784-4278-bc07-f53cb51e7a35,Gutierrez-Flores,LLC,Saint Helena,Norway,2004-12-03
9b13f50f-dec4-4de2-8b5c-e2d8d182d651,Patel-Norman,PLC,Australia,Cuba,2021-10-02
4a639eba-6c96-46cb-b0dd-3b172f7babb8,Fernandez PLC,Inc,Brazil,Philippines,2022-05-23
134dda3c-5fb0-493b-b32d-10d08dc641b0,"Morales, Casey and Chung",Group,Italy,Indonesia,2015-04-04
9d8c7267-73ab-4796-a6e2-068cb2c774ea,Taylor PLC,PLC,Netherlands Antilles,Brazil,2017-10-06
6aabb60e-c556-4480-9998-27af5db589e9,"Franklin, Russo and Long",LLC,Saudi Arabia,Togo,2024-05-26
dc9151bc-90db-42f4-b466-fb1c18494db0,Baker-Dickson,Inc,Belgium,Saint Kitts and Nevis,2019-02-27
f83f1f4f-94b8-48ec-9634-3cd2184e4b56,Brown-Vazquez,Ltd,Vietnam,Germany,2000-09-05
cdd4d6c3-33e5-4201-be4b-de2535936f30,Johnson PLC,LLC,Zambia,South Africa,2015-11-16
56944f3b-de20-4768-86d9-1ddd4a4d6d70,Duran Ltd,LLC,Bolivia,Hong Kong,2014-12-02
4a11bbbc-20d3-4e4d-93f0-c3b018c24ee7,Warren-Snow,Group,Hungary,Trinidad and Tobago,2015-09-18
ff2fd0a1-d643-45d2-88be-6bf9f7b70e9f,"Anderson, Lopez and Cook",PLC,Belgium,Bolivia,2016-08-10
77096ec4-7fe7-4127-8b63-a288ea465261,"Brooks, Wilson and Thomas",Ltd,Kuwait,France,2000-06-19
ce86321b-3d8f-4422-b253-e12acc9938b7,Gonzales-Spears,Inc,United States Virgin Islands,Romania,2018-03-13
c74eb4b0-95df-4beb-8b91-b6be7e03f6cb,Dillon and Sons,Ltd,Bolivia,Timor-Leste,2023-08-09
6e17a42b-acdf-4f34-b91b-89c76ec43a63,Maxwell-Duke,LLC,New Zealand,Iran,2022-02-14
31bc5d2a-ba35-4390-8c4b-af9972ac9936,Duncan-Sanders,Inc,Jamaica,Myanmar,2008-11-23
3331a6f9-a495-4644-98ca-d2ea35730cc4,"Bullock, Johnson and Black",LLC,Angola,Iraq,2018-04-25
b63b664a-3197-4967-8354-5a81df0d32fd,Howard-Lowe,Group,Angola,Svalbard & Jan Mayen Islands,2007-08-08
94de2d52-d638-4501-a127-51bd5c5a896c,Bush-Brooks,Inc,Tonga,Saint Lucia,2021-12-03
cdc326d7-8033-45a8-a26c-3711e4ed5126,"Allen, Barnett and Lee",and Sons,Guyana,Ethiopia,2005-07-03
665ae342-4d8a-44c6-b0a9-f7dc84216785,Wagner PLC,Ltd,Grenada,Trinidad and Tobago,2022-09-19
8a61b878-4b22-4d1f-b364-fc8170d0440c,"Hawkins, Keller and Meyer",LLC,Slovakia (Slovak Republic),Sierra Leone,2006-02-23
7d62081a-f1b2-4797-b2be-b8365debadd6,Flores-Pittman,LLC,Philippines,Russian Federation,2010-04-25
3ee718b8-f549-4fdf-9382-2a277650528f,Frederick Group,PLC,Guyana,Nauru,2005-06-10
2fbee3ce-5401-4b1f-af62-c22557edea1c,Bell LLC,LLC,Sri Lanka,Turkmenistan,2007-04-21
dbe2049a-efbc-43ce-bbd8-fc1044cee559,Cox-Torres,PLC,Montenegro,Qatar,2010-02-18
ca9b2a79-af90-4104-a59d-70355d57dadc,Garrett LLC,Inc,Slovenia,New Zealand,2005-06-18
f32eff9d-27bf-41a2-bf12-10cfc481d44d,Hayes-Taylor,Ltd,Mexico,Ghana,2024-03-29
da5d7b59-3380-41e1-bfe4-0b4299ce7cb2,Gonzalez PLC,Ltd,Timor-Leste,Venezuela,2022-12-26
dd74d7cd-52a4-4211-aada-a3e8b3e9629a,Marquez-Simpson,Inc,Guyana,Mauritius,2006-10-04
2316bcf8-ab24-4b27-9e87-d5379ac0c8e1,"Smith, Hawkins and Orozco",Group,Ireland,Puerto Rico,2015-09-25
a9a8d005-6281-4b00-a6f6-dc41cb8162c5,Guerrero-Paul,PLC,Italy,Kyrgyz Republic,2015-01-23
d3f738a0-fbc1-444f-a199-d9e256d4043d,Roth Ltd,Ltd,Sierra Leone,Palau,2007-09-11
910104ff-9cf9-4042-aafb-343290717fd1,Liu-Franklin,Ltd,Bermuda,Vietnam,2012-09-23
b89bb307-3201-47d3-8115-0511d2c2b260,Dodson and Sons,and Sons,Kuwait,Mauritius,2001-03-16
ab59c17f-8f1d-467e-989f-eec409efbe20,Lee-Douglas,Group,Czech Republic,Palestinian Territory,2012-09-01
40074e91-c559-45ea-8c7f-e4f6205db3af,Herman Group,PLC,South Africa,Latvia,2010-12-21
992d7da8-3211-4938-8900-1309ccf155ef,Drake and Sons,PLC,Sudan,Gibraltar,2001-07-15
7c0ff0e3-d6be-480f-92d1-b0cea461cf90,"Moore, Roberts and King",Group,Qatar,Saint Lucia,2015-06-17
bded0b67-dcae-4531-9094-e6c9b690f1a2,Carter PLC,Group,Kazakhstan,Oman,2012-10-17
a9d3ab8a-3d1c-48a6-a38e-20ba75054766,Frederick-Shah,and Sons,Angola,Hong Kong,2010-01-31
706797dc-a38a-4982-8070-219be543beec,"Roberts, Weeks and Powell",LLC,Saudi Arabia,French Guiana,2019-08-27
1576b73e-6301-4a83-8e3a-c752c8d8283c,Rodriguez Ltd,Group,Kiribati,Maldives,2000-10-02
a03774b7-926d-4e46-a2c7-93d53fabd002,"Rowland, Bell and Velasquez",and Sons,Norway,Austria,2003-10-17
ef55326a-f251-4398-a1d4-c5757c20e0cd,Valentine-Rocha,PLC,Latvia,Chile,2006-11-22
f06a0763-2b22-4fa8-92a1-90a43a816652,Thomas-Barker,and Sons,Mayotte,Spain,2016-07-22
cce83977-f1c6-482f-8c7f-57f4754a41f4,Whitaker-Wallace,PLC,Greenland,Kuwait,2013-06-20
62bde2cf-f484-47ab-b96d-e149a6df4900,Hatfield Inc,Inc,San Marino,Cyprus,2011-10-30
a1f7afba-ad48-4e16-a6d9-ad06dade4c7a,Espinoza Inc,LLC,Reunion,Tokelau,2011-09-15
6b25b2b0-afb9-4775-b2a0-17cb4f1dc4ff,Barber-Levine,Inc,South Africa,Nepal,2000-03-24
11f0f7c5-bb54-4996-9f74-1344550d104d,Henderson-Snyder,and Sons,Slovenia,Trinidad and Tobago,2004-03-26
