entity_id,company_id,percentage
e10d4066-bac8-446a-8c38-732b3fcd5dd1,48b66e73-0a1d-4f0e-9134-aaa072e29bc8,0.19
44d4d3f9-272d-461c-b6eb-faea2f54d75b,c94ff530-bd32-4f1e-878b-045d4022fbff,0.75
907ff4fe-b008-4949-b9d1-93dbdc47d04a,92720d17-0c74-40ee-9621-21f17764a73a,0.05
5ba3c736-898f-417e-9eed-e40197802d33,d177f812-b13c-4678-b0fa-cc14b32662ec,0.02
3a38897f-13be-4457-b816-60fe6743c40e,86074a24-5b7b-4a3f-9a2e-a26f5df1984a,0.09
b7237864-77de-4b1d-93d2-22565833b939,93e688ee-b9ab-4cab-bf6e-dbd7bb420964,0.01
9a82d003-25ef-4c1c-932e-b8dfe9e18a14,9b08ba34-9af7-46f2-924d-eed1c85a48b0,0.67
aedb00c6-0cd3-489f-879c-c1597ad76dd1,0f8d5f95-85aa-4501-a732-ea15a3762124,0.01
2ccdf66e-859a-4006-8b44-0dbb15921084,65b90f5f-4525-4ff9-a548-56eec6316e29,0.33
200c55fc-47c8-4886-9353-df15e090a36f,11377d4e-9b65-4885-8f76-425906c01053,0.09
dee733f3-4862-4096-8304-893f3fecb437,a60bdbb1-387f-4988-824e-e0c0263d003c,0.11
0b5223cd-52e2-4b43-a79c-649d73f5e5e2,edb0909a-2d2d-46ad-b87e-55a49bf654f7,0.1
214fca78-6fa7-48e4-9578-230ff2472243,5e8ce1a4-d06b-449f-be7b-6a102aa346c7,0.82
873ab1c8-3fb9-4379-93ea-a4314b3483f4,71f429cf-c427-40c1-a42e-4dfb7401f55a,0.93
0a6aad2a-5f54-4f3c-a5d0-c36fd26de249,84ae41fe-c126-4e58-8bd4-49c0c72a8ca2,0.9
9a122ce0-72af-4985-ba0f-04b76edbbcf0,68a9db90-51bc-4768-80ba-c9df235fcb63,0.34
b4e7a047-1e3f-48f2-9164-2cbe668143bc,36838c9b-c645-4eca-926a-8ca05d0cf6c3,0.4
0e0ba9f2-2443-4ef6-a4f2-d091f530b9f3,e4591761-01ed-4794-84c2-f62412c586ee,0.01
c04d4836-0108-4212-a487-c61d453468a8,909efebe-a0bb-4491-a2b9-f34f9f9493dd,0.56
23e64238-9271-4d15-aa61-f8527677ad00,8daad0c0-7262-45fe-afac-24afeabed1ae,0.1
d4ac5eeb-c442-48f4-bc09-4015f64b7a97,9c2184a8-8432-4d8d-bb6f-9235cec954f8,0.15
557cb60d-df8a-4b11-a8c2-8acdb361555b,27647098-47ea-4104-b9cf-3dfd362a4ecc,0.01
b780093d-7426-47d2-8d86-e3f8093a419c,3d3bcdc3-bc82-44bf-98ec-d4ec207bb8dd,0.05
ca21fd50-3a4b-4ade-bd23-9abc23674e2e,73ab6808-70b6-4cea-9c98-6a6ea3e52de9,0.03
3e7f12c7-085e-4967-88fc-42c707eb0f7d,461f5334-58dc-42aa-9c4f-eb3163b9c397,0.43
af337378-ca29-4123-a9dd-f82fda058de5,56324163-c363-48b0-a570-f0da835ecb0a,0.44
2e4ee39e-d99d-4bc5-b289-ab383e80d328,3dc44a66-2755-4a08-9748-01b4b44cc3c1,0.85
74c2ceb7-9000-4106-aef4-2d5608116f18,3874d92f-9df1-455d-ac7c-3f550fecfaf8,0.01
c489a472-2f2f-4ee4-a6fc-1c83a05f9a2f,faf70c7c-5de5-4c76-9dcb-3c671366fd11,0.07
739ceccb-079f-40e3-a37d-dd801f9728f8,1d669182-d63f-409b-bcec-de31f72afc36,0.48
6099f9c1-09a7-4e5f-9aa6-2c693a15928e,e380b6e6-e11c-49c8-9d0d-a23cb901451d,0.74
3264f755-9bf0-4dc6-be1f-f0d858236de7,fccbc036-0c63-4150-a53e-50b497ec15b8,0.4
3c3961bc-6a27-4408-af6b-6c7de8662193,947a55f0-0792-416a-aee9-b3afc84887ee,0.04
a33bcf59-a20e-4fbe-9a0a-c9e4013f8098,2312476f-c699-4551-b7b9-00fbb3bb3723,0.04
42bc894d-8f5c-4aab-b7cf-641fc1a99d84,8b5ce06d-036f-4526-b74c-2e3d1b41b3d8,0.94
5b29053e-6547-4f37-8e12-bc6a874ae2e7,8c32c28d-9245-45c1-b39c-36afe996826c,0.43
2b950e0a-1bb0-4ce0-8849-18bfae646016,b17f90ac-fe77-4141-80e7-8a3aea76bd63,0.13
2dc56a8b-d3ed-436c-8284-7c54685a1416,fc442419-faf5-42dd-b9bb-e0ad81dc7567,0.42
e15c7a8b-9c8e-4646-a4d1-6643241cec6b,53793ea6-6eb5-4c58-94d0-522ab11fa472,0.11
7a0cd310-236f-4058-b831-f523d3d91c88,579ad035-ac89-4e10-b196-4a53352e3b41,0.43
55450aaa-e9eb-4e92-a011-1180d0290234,966d1474-bdc7-4c76-9b2f-7a5bf34d2259,0.83
b0df4589-79ed-4e7e-bf03-836cbf45f0e5,e9269ef6-bf63-49b5-8831-2a7d1ef4669b,0.5
b202a796-879d-4fc2-9101-4201a4b3b4a5,0a964a90-e5a1-4b90-a706-a5681548211a,0.21
481f1967-4325-4399-9825-295641278d6f,fd4ddf52-74ae-4ffa-a06c-44832aa9bcae,0.96
30c450f1-fd95-4341-afe0-3ca1630bebab,12cde244-fdef-46a9-8d22-a06cae31c571,0.02
59bdfe7c-634f-40ec-bef0-f9a0692dcd60,d747cba7-0a91-4c61-80ce-916e361016b0,0.37
a59290e4-dc13-4a9b-9402-2ec2f3455037,3b485528-43e9-408e-81da-60e613518cde,0.32
42fc74c9-4a86-4bf5-914f-e88a9d6687e0,712e214f-ebca-41b6-ab98-374a98fad881,0.51
d2ee05f2-7eb7-4eb5-964f-5cf5feae5c3c,b9c6418c-1701-4143-8cfd-e0fe997215d5,0.23
bdb288e0-2f45-4717-94b9-ab48a5ce3491,54e8eaef-100d-4693-aba0-1f6187b65e14,0.01
c8eb28ce-d651-4154-8d08-ea1fb6a5d36f,9c53e924-68b0-45cc-a91e-4755037b1acb,0.58
5163d6a2-250b-43ea-acc7-3641b9639bd9,d7c40924-90e4-4057-8dfb-ff4c5bffcea8,0.07
6404b5af-a977-477d-ab82-3e131f3a358e,346b3b8d-c103-4992-b985-3e963f27ed31,0.74
89c1c7d1-7dbc-4ce6-bf35-996441c5995d,ae46bf8b-56d3-46d8-b977-0c497f3d4cc3,0.23
fc14ff0f-ce08-497d-bb68-c1fe1b8c26ff,dd020ca7-25a5-4c7d-87ca-8e5f63a6c77a,0.03
31f32a70-1061-491c-b789-5197d5c173f8,bff9401d-67b2-4b9f-a03b-e8497ce3db35,0.33
18d9286a-f03e-4a5d-81d4-b666ef2bad32,85604342-6c8b-4c18-aa54-25868caaae3f,0.08
d30b25d5-f9cb-4834-9f67-40310b6ffce1,9e5bc084-d154-4d2a-8691-b409b3386421,0.26
567bd67c-bde0-4186-8e67-75157ae14dae,eda67193-cc5f-4928-bb14-541cd1ea86c6,0.02
7f797def-2163-4c2f-881f-c84b8f7ba78e,82acdd96-4a19-4e74-9820-d985937d7665,0.75
997ac380-53a1-48d9-9856-ae7cab1a88db,18df3dae-4176-49bb-a7cf-b9b896b59067,0.73
4e42abe9-5454-49ae-8650-5cb602ed74bd,9136c998-34f9-44e2-9aac-4fe20439a134,0.08
6990a907-7ded-4693-99fc-3826851f0ed8,691851df-615b-4992-bdc8-732249e0dd0a,0.01
8bbafed7-a6a5-4caa-a19f-983999fa9b74,589c764e-530d-4fd8-98f4-1dbd47c4acd5,0.17
82b2fe70-dffa-4472-8252-3e4f281cb3a9,7225fcf8-86c2-4983-976d-30e256ce6f42,0.03
8b0de8e0-1ded-4a2a-9955-61f0e57730f8,8cd39bda-8af6-495f-bee5-241f9ce6a44f,0.31
39acabdb-b3ec-4b5d-b708-ef210d135d05,ba6cfba0-38bf-409f-a687-92e42cce8f11,0.14
70e32dfb-1ebd-40c1-a701-11799c25c192,1b8e4d04-3131-4a2b-bd13-e9cb2ff80544,0.01
ff3cc8d8-0ba2-4474-947b-d308703914ce,6029a3dc-b7c9-499d-88e5-0b653f5151eb,0.09
81742bc5-ff65-4d41-b31b-6c887120aa59,ef863395-fb27-46ed-b531-430468ff8543,0.27
5864eb80-1bd7-430a-8874-fb45677d914a,c55d7219-c36f-43ea-878f-bd666139cac6,0.02
02965e1b-29d3-4b75-91a2-fecba304d8ff,eeecc233-8d7c-48a7-aad0-f0098479c196,0.04
e9177054-9bc6-43bd-842f-e9382934344a,4fa1b97e-26c9-4b93-9ad5-276cdff74b7c,0.65
29f6925f-420a-48d1-bb34-5b9224312296,50cb2479-10d4-41f9-b92e-26508147e682,0.01
d1ec8338-ddaf-4f65-a627-07ef5ad12577,0b9e7347-3fa4-4775-bce3-410efee81ef4,0.01
829b3e8b-ea56-4916-9308-5c5c9cae4422,936c64bd-4a6c-4bca-bcd3-cd1358974115,0.01
9321c121-7119-4d86-80b3-7a979ce47098,0d6a45f4-b60f-455e-92fb-8dcdf9e52883,0.53
a5e2a8c3-c444-4ae8-9aa6-e1e13105d7d5,b2bbeba8-52ab-43a3-b4f9-9d1b129a2239,0.01
e46aacb2-0369-417f-a9e3-3dfe3fc5b4e9,2eee3552-6a36-4e7a-ac23-d36423218d41,0.01
c1266f19-428a-4172-919a-6e38506f1e24,0be9fd14-cfb4-46ea-a861-fbbf13e7b2ca,0.03
75f060fe-2381-467c-ae71-4e0c5f0ee3cc,e5071a3f-fd45-4fb9-95e4-95303aa0a6b4,0.17
69d4e490-e25f-493d-bdda-6d0973df987f,ca8222ab-caae-4b3d-a1ac-16b243206530,0.02
1e36f7fc-0987-4547-896a-381eb0ae147e,79aab1ba-748f-4bdd-a222-f75bb7ce35c4,0.1
8868cba6-29d4-4153-9197-b98cc953c5a0,e71a5dfb-09cb-412b-82e2-3c5b3dbc8695,0.5
0fd49b2b-f269-4d04-a0a7-2bb31504eab8,3b0100d0-d368-4722-9518-01726582cff4,0.04
6772c43e-f2fb-4e90-99b7-82dfd30c172e,8edf6b35-8211-487a-ab87-5b78d7f46061,0.1
bf81e30d-aa4d-42e9-a7b5-d8bf612ce85f,dd8daf7d-280d-4ddb-bf1c-d9fd7cfc3e64,0.07
5f52a843-7778-4c9c-b914-71f05da12b19,0cd666ff-dd73-4217-9002-98866f4d847d,0.05
59c0d1a6-8253-4ee2-8e08-260899c5465f,5c3897fc-6d5a-4a6b-b620-10d1b73bb0cd,0.1
3960bc0f-b24c-4f3e-920c-ea6c7b974d9b,df71f229-4a7f-4e6c-b7ae-f7a0792c4b61,0.45
f3b8778a-f7ff-4c83-9a37-2e02bf99c6cb,db90725b-984e-40e1-bc7c-51249d31afa9,0.1
6821f453-9ef2-4715-a81a-0f2c2422b60d,593a8840-2cd5-4289-b5b4-f7b6b9c0d3b1,0.18
2433d9d1-b825-4f3e-8269-a96ecd485208,59a0d490-9085-407b-8a78-caac2b785566,0.17
e84da250-441a-4e76-970a-3d4242a449e8,a9c0f551-23d5-49aa-b920-94c29628abe0,0.19
5f6d735e-4f77-49be-8b2e-2864db3a7f1e,eeb9b1fa-ba6c-4309-b9f9-139a157d8307,0.32
21d86334-ad48-49cc-90d3-5350ef8d09f7,f8fd1763-0dfb-46ce-83c1-d8b2753beedd,0.06
becc940a-3a85-4bc7-a704-bf55c136809c,bbb8db5a-cdfb-4105-87d5-ba9a36c8ffc1,0.64
62c2f7af-8dd4-41eb-aa46-a0984c97fb81,c0b3d667-11be-4617-9453-6e63acd31d0e,0.66
fdd66b03-2775-4702-aefd-fde921053b2f,d684bbb3-a4a1-41dc-8a1d-3e1a96f7d824,0.1
440472b5-83ae-4005-8a04-995e4539fa1b,28ad89bd-3794-4e48-8163-e8a4ad1d2936,0.39
63507f77-3271-42eb-885c-7d17005cd2cd,caac9db4-06db-44b1-9b60-ac082520b7c1,0.71
dd385a54-7b0b-4a36-b5f3-cc50adb11145,75244f24-e1fc-404f-9c80-f01793b9d91d,0.12
51a16edc-cdfa-48fb-af86-197536d8acd5,4f81a004-e9a7-4910-8524-8c3d0ea53f93,0.02
f6e1ba8f-d7af-4305-bc2d-524af4081c37,240d0625-55b2-4e20-a801-72913319cbde,0.0
af5e7b76-405c-4a5e-9d18-711e46399a33,4b68a0e6-a817-40f7-a984-fa327110d8ed,0.68
436cd273-7a16-4bfd-b9b6-b230d11efc4f,49c6fbe0-950e-4dc1-8027-97126a22368d,0.32
dc9151bc-90db-42f4-b466-fb1c18494db0,d7bb9353-bb01-4212-befc-7e46f3015cb7,0.26
277ec7fe-f276-4b87-936d-ead75cadaf0e,f507e8bd-f6f1-4978-8ced-9580109d85ac,0.09
4c0ad6c3-8824-4c65-a33a-acc649dca98b,33910978-5bd3-493d-9e49-57221f9ed5af,0.87
b7f3045b-8e83-4a71-a163-92eb69227e3c,977913ed-7709-4251-a567-2ff273567c49,0.07
17ca7ff8-aace-491c-a98f-9ee43fad8629,58420823-c47c-42ea-86f4-6980d12a88f6,0.01
c42210f6-4fa1-4068-a6e7-633caa095edd,6eaa8d60-dac0-4496-975a-7a4694323117,0.01
9e427f02-d90a-4bdd-b46f-cb433016978a,91b152c0-e91b-4487-8ea9-bb73f834e7a4,0.0
1bb8a5ab-8ab2-4866-918b-b2d5896188f2,485f55ba-45b8-4137-8662-8979d848d0fd,0.13
8232d28a-22a6-4855-8e50-16fc77e40895,61628c2a-f96d-4e2e-a275-821b08159f29,0.43
3697d2e2-65d1-4391-a82a-188c4c5a52c8,b2296260-7043-4d6e-a10a-06741a949b28,0.09
1957e696-cc69-4c47-831b-a1f1b9d35b9f,51f68456-8390-4adb-9672-f38070fb7eee,0.03
7847c074-863e-4337-85e4-07cf893a0f88,7f656c32-9e77-4742-a67d-2e0ca5682dcf,0.09
9328b462-6408-4a48-bee7-5c1e5970b67e,1355dd80-a0f5-463c-bf04-cca799bdb7f6,0.2
038adbd2-aaf7-4c99-ac09-be878cd5e23d,05ca0e6f-7f0a-42e6-a258-d84b7fe04898,0.26
8339ee28-8ec6-452a-84ad-b2ec1515e6d3,f0aacb1d-7bca-4883-8f17-33636712a3a7,0.22
03ea1e9d-6c8c-4be6-b7a9-861903b185b5,a97111a5-e9b0-4f74-804e-bb6996d19656,0.49
28851427-c062-422b-8648-c7fa221ef4ab,983898ad-8a75-45f3-8460-0bfe06fbea93,0.07
2ace0202-256c-4192-8800-f1dcbc413ec6,25bca0e8-60db-4075-9636-78b4c0b8646a,0.53
93b95c74-6c10-4c44-a5f6-0622d8451d2d,284f5383-c1b0-40fc-af50-3205b44aa3f2,0.01
3fb9b8a0-6038-41b0-8d11-b177702fb01b,52159575-26a7-419c-b44c-100ae580d775,0.26
5c416421-fe27-4087-a5f7-ba1ad3b32a8f,28be3f3b-92e8-4c70-9541-fd506a176cab,0.93
1cc483da-caf3-45de-ab2c-1d026d9de36b,e13380f3-d4a7-4ee4-886d-37ea211199ec,0.08
39340ac7-72b8-4db5-ad70-be576d7e9e34,9067afd3-33bb-4d80-b5a9-cbb88d36ee77,0.78
a8ef288e-0aad-4834-b958-bf0cc50846c1,89c78813-25de-42d1-8c95-52bd6ab94527,0.17
4665fc76-34df-41c1-bdce-415ce0b767d8,45e9aa48-6d0b-4f40-96d4-0101719c9b74,0.01
b87c746f-488f-466f-9862-1b205a6f93f8,39eb5286-4ba8-4828-9d03-f3b8251ecae1,0.79
65283906-b242-48db-8d26-7ba5867ca7e5,a9cefc65-b78b-41b6-aa79-4441b3efccc4,0.13
2adc9b42-05b0-4b2c-9026-387d95c9413f,e43166af-fc11-4d34-9101-d4935143d148,0.27
7de65c50-2206-4cde-8e2f-080304b245cf,e0e914d0-0443-47c8-9cfd-f2ec89b1e9f6,0.85
4508296e-70b0-44e9-a10e-33a3427a60ca,e396d7e0-b65e-4aa8-9164-e493a61e896d,0.4
58089253-ea0c-421b-9faa-43cbc97d50d9,0cdef71b-02b4-4d8a-966c-2f627b1da1ae,0.03
b768c902-85d0-4432-b6cc-121e6c20b626,b4d29267-ac79-4d82-8f64-90b25270cacd,0.03
1a10e09b-c3f8-4953-af76-db2cf2f4308f,7c75b241-a715-407d-9384-cbc7720f1925,0.2
45052ac8-29aa-4f32-91b3-4950758fb22d,d4d503fb-d4da-4bab-af90-81ac0ad71f34,0.67
63abccaa-c8eb-4eb5-a933-ab97f06a5937,d401d6c0-7b7e-4cbe-8358-eb2af394dda5,0.02
0587e641-76f0-46dc-b53e-8a1a0f9fac1f,89a40b0e-ac09-41fb-9500-78c2c1902144,0.36
68c6767a-f891-4bc0-b77d-d52d60032ac8,a1aae3d5-326c-4ce9-8f6a-3c4686cfba44,0.01
c0150c86-e48b-4a5c-b589-a190dfa5e65b,8a308bb9-2b62-4a07-bb4b-c26f15e2fb3b,0.01
b73f78d8-83df-43fd-b0d1-f9e4c1d000b2,96cf510e-e58f-483f-a8f4-b9ec1ec11826,0.1
3f4f8f46-f47e-4ef0-9011-06390dd94bb1,2cb08f7a-f1aa-44c5-a24d-0a36ee1ca652,0.38
502b6955-e81a-40f3-b246-da85c02a3eaf,2b58db97-3542-4439-88da-4965a0e648ae,0.02
59e7ee35-2213-4163-baa2-64f788626d2e,94a4eaf9-08f7-47fd-a415-d3ba6f5a5b5c,0.73
39866cde-d242-46be-981b-79845bc531a0,c18f3319-a8ab-4bdf-bcdc-d4b03baffb2b,0.55
5bf60cfe-4efb-49c8-9911-f3e9aae6e26a,9899c5db-0c39-455f-9c60-0b2ebbb29c9a,0.08
3060f9d1-6d26-4d81-95b4-c65aaedf38b7,90173153-fd56-4d9e-94ff-504920adb6e8,0.13
e8556748-5cb7-4981-822e-bf127ba7f18a,4f387790-013d-4856-95e7-26b367061b25,0.29
9899b8ad-f20c-408d-87ff-93ce48993080,5fbdc76e-a091-4bd1-8d83-407431d3fae3,0.01
c5dac4fc-cbe8-4020-aa43-b15fcc64c695,5d2fc197-9a1e-47d0-8e78-819450f24075,0.05
bfd16f58-07ca-4771-bbde-de17726cac84,ff4d07c7-e168-4c05-b85e-64f35386fd59,0.25
5eebee7a-b1ca-4959-878f-a71fb9a1431e,b1977f85-9708-476e-ab1a-b95a7f3ff2c0,0.03
f7621c39-1c8c-4f84-be09-908aa782177b,e984438f-9258-4bae-be83-ece8eb736b52,0.01
3446f780-4500-4f34-bca7-6987bc6e2041,dba4d205-4bad-4a19-9631-81e8e798ea79,0.25
21ca8251-d063-4b46-97a0-04c702384588,238d4550-2e92-4356-9092-055eea641ff0,0.08
3dbee692-2960-4a49-8b2c-520fe3fee8b4,69d1d1b7-5cd6-4d05-a919-bb07cff7df12,0.59
d73fff7d-f113-4eb9-a174-aba39ae2bbc6,485f55ba-45b8-4137-8662-8979d848d0fd,0.04
b02b1a7f-025b-4836-8056-f2ae7a3ecbec,08990b02-c698-406f-9930-543fb2910e29,0.31
d4279f8d-35ac-46b9-b2fa-e64bdf61f311,757f42c9-6c51-45f4-a385-620b71df3183,0.34
749149d4-38d7-4294-b41f-31b4f4bb8ee4,236d6d77-acef-48b0-b871-09e31dcd3216,0.01
085932b6-140b-42a3-b288-55ea10aeb1fc,9e61544e-1678-44aa-9567-6bcb21981ae4,0.17
a331b0d9-443b-447b-9831-a6e42f97cb81,ee521e5d-549b-4514-9c47-d597d53de75e,0.0
2bae0a58-fbe1-4032-b622-26b7c341c633,1aebd85b-d7c1-488a-8d28-b46074ea7472,0.06
f232bfcb-c819-4d4e-9dff-f7a71fdc6d4e,89e5f7f3-d3bd-4b88-8e33-756542b42a60,0.04
cdfe932e-9d55-4b8f-bbf9-e77fd22c0437,9e87de64-c191-4e1b-8577-310454e064ef,0.01
cc059d63-29f4-44ab-940e-d88da5e7616a,859207fd-69a2-4968-9b8e-a00256aa92ab,0.01
1314ed59-cba9-4128-bab6-60042a90ff4b,394913f9-c8ad-4679-8d35-b29057b35aee,0.02
53a48ce0-bd12-4a1a-9cf7-0c5812e162d8,339476a8-2076-4850-bd57-4585907f1127,0.54
91181574-615e-4dfc-83de-9de5b9e889b2,49b35205-eece-4bba-9544-fdd282c6b638,0.24
900cda7c-6b28-4ec6-9e73-928784bf9fa4,b4df9131-956b-42df-a0f0-7a3957b521c8,0.11
327b97ec-cc07-4380-8dcb-3f3067dcb368,b4863258-0915-4493-a3a6-51d713521510,0.04
74b59deb-4177-44d7-a4c7-faff34e377b7,b16d68bf-ffd3-4e8b-8d30-8440084ddd93,0.14
584ca100-b5f1-4468-ba13-a75692ed3f2b,1d5ca918-5ca7-47b7-80f8-82d43918aa8e,0.01
6a6b426f-cdf6-4263-aca6-8dc4bc893152,ea088997-52ef-46c6-8fd8-480c135411c7,0.26
d83c3a81-318b-4770-8b25-2b043cf64c0e,d6a9f425-d3b8-40e6-a602-e316194751ac,0.34
54f1650b-6ebf-4653-bf3d-ccac29b96bdc,7b3cd108-2cec-483f-bada-cb8b804b3184,0.02
e8b23078-02f8-40be-adc2-d00b54a68617,aa7a43cd-e8f5-4eb2-9c5d-467cfac29efa,0.67
db23f8c1-007b-465b-aa1a-0f10fb623376,5108a673-355e-46de-8717-f8da1fd546ae,0.61
3f4ca15e-0019-4467-a3d6-af64f801f667,3b68f6bb-adb1-4ef7-ab47-2563f5978fce,0.12
2f41202b-eb64-4e1f-b3c7-e6da2d01f267,fbdccf7b-80ed-4615-8b3f-ce0b1eec8dda,0.01
5771ba18-9257-427a-985f-0c78c53e36b6,5fe934a1-5af0-4e64-9144-896125cf0a24,0.26
01f06bf2-42d9-4291-bc3a-1a9eca689b2a,94dcc28b-a837-482b-9640-e87dc63fa2c4,0.07
0ed0592f-73a8-475d-99f7-29e88f3d56e0,4a83a083-ad4f-47b9-8396-678f9396f599,0.79
ff8285cc-1015-48f5-8f97-22e649f6c0e3,d232f3b3-f28d-4303-9034-31ca43334aa5,0.12
fbc42f9f-a1e8-4dde-8b63-12f486663fc7,dbc3b5f3-89a2-4889-ba2d-79a58d77ab9e,0.63
446c5044-cbc3-463e-8a66-c3eaabc9eccf,8a193420-f1f0-4bf4-9e97-e0f5cea3e6f8,0.89
6fc10360-af0e-4cbe-9be1-381693ba6e33,4f0e340c-c2fe-4a34-9709-c928676d536a,0.43
957773ee-2932-4628-9bee-cf3392078e00,6271f3a4-faa3-4895-871b-ff367a0583d4,0.21
df7a03e8-7409-4196-a872-94142f24eb90,d0831f4f-507b-4fb2-9cb6-7c9178205434,0.09
80198200-23da-419d-b9c9-8ecea0eeb1c7,82acdd96-4a19-4e74-9820-d985937d7665,0.06
5b5b4527-9746-44ff-b2f3-57a0cb761f85,98e08dc6-2ebe-4b69-b09d-6fa03b0f37c6,0.62
6621702d-7b71-4e33-8e61-d73aa7dfe385,28be3f3b-92e8-4c70-9541-fd506a176cab,0.02
234f121f-dc9a-4c9b-bdc1-feb9a7c53040,6161678c-328d-4c5a-b453-a708f591a566,0.96
b1748a69-4ae9-474c-97c4-e740e7a29927,9fef3e10-f0a1-4c27-995d-282e2bf97e89,0.04
dfd7fba6-2a16-480f-beee-7782c7dfc82f,79cb77ea-a7d6-4f37-90d6-4197c1ff12b5,0.17
6094a51c-b341-40cf-b3ff-8100b3cf5da1,1027cfd5-5ed8-4338-abc8-c4cb8b665136,0.05
08394687-a038-4349-bc2a-bd597cd4d1fb,0b39353e-e667-40e5-a023-71cfb0be01bb,0.2
b5c27869-112e-4e6c-bdef-6cec2a420767,d3561a01-b72f-4ecb-8cb5-b97f46609e62,0.62
05f88110-575f-47ac-9990-b5de9d7a3178,d9d55432-5166-4ffa-82ff-561a23733a28,0.34
8db32fd4-0137-47ea-8ddf-abffd67939f0,3f3682f0-4754-4a8d-b19f-1198f75bd2ce,0.02
a76b84ea-d6c4-48dc-a811-387d8868b794,242b83fc-3996-48c6-adfc-519b62c517ef,0.59
dea99f9c-f55d-47d2-a624-664ecc0ce82c,eff45b77-0ea0-468a-ba1a-20b32f44f2f3,0.39
f67f038d-7d71-4d3a-b586-22733b5fdb6f,9fab6b5b-2ef3-4e9b-8493-9f3d9ccb6f9e,0.16
34f76491-eae0-4844-81a7-f92c1c4586ec,d4f90cdd-2022-4a60-ae54-c84fdd663b29,0.12
f039eb7a-5ba9-4fbd-930f-c42e1a2f92e9,9473464d-880e-4fa7-ab03-d340040d8c4f,0.08
82cc723c-7fba-4035-89c1-124acf46b041,f2d5cddd-74ef-4c87-a22c-ac09bfe4920d,0.04
197f5cb5-92b9-4328-8440-d8f225a17f80,ec6356c4-a3f3-4c6b-b1c7-6589fc7e006c,0.12
a6856b26-53ef-4618-b0da-cd4d24177c35,45c858a3-fd09-4107-9982-26435799fd61,0.01
5e7f7d1a-16b2-410f-860f-2ed607086647,74e705cf-f581-4a83-9247-1c8e8cf4170c,0.07
3d242c38-d8f2-441c-93cd-71cbcaa10869,7b6f55c6-3018-4b5c-8624-7386a692be93,0.04
24fa25a7-5512-4fdd-989b-26202aa0db1b,5aa13822-175d-46c2-956b-6f9123dc1529,0.21
f0f20aa9-3b8a-4c9a-96ad-b439892ee8cd,aa29dac5-f8d8-461e-aa1d-510d6ffcd02a,0.13
46df9b55-63d4-4697-99ab-16a909f1595e,9084b358-02fa-40be-aaa3-eaed7582706f,0.2
1bbd22f6-aea4-423b-8baa-663379ab0de8,5384ec1a-2dee-4c30-abd3-844b7cc40c84,0.06
dfdb7294-d37c-4922-a31b-e3ffda17df02,25cba0e1-e932-4bad-9804-d9e3479ca00b,0.06
7b7f4b15-2183-4fb3-9290-17b5897b6f12,18b8572b-9ec9-47a2-93a3-dde398c80992,0.86
11a639a9-c88b-4e5a-a758-de7a90313681,d147e0c1-576d-4293-87c6-d303b177deff,0.17
1f5dff74-7103-4769-9a13-efedb24842bb,4470889a-712b-4afd-92e2-dd4162fd21f6,0.45
517d272c-5328-4cfb-8955-75112a4b49fc,20204afe-4a0c-41ca-a5f3-f9983c1a96ec,0.16
6e590d7a-d424-443b-b22b-b2099053dfaf,b4b7e1c4-acbf-4447-b69e-3d745eb8d3ba,0.54
2ad5e2d2-b0a9-4418-a877-e76ce65baccc,13563da8-5418-48d2-b853-497696964618,0.02
d8885cc8-df2e-439d-927e-772c74d734df,ed254a70-b515-46f3-8b51-72d992834855,0.17
e905d76d-fe5a-4bd0-adfa-6392ea9957ae,542a61b3-071e-4116-85d6-14381f465a99,0.38
2e607129-7bb9-4f5b-a613-c3ffbc7bfc19,64538c13-aa5b-47f7-81c0-4163986fb205,0.05
db4383e4-99c9-4dda-b830-87094b03a45b,fe5cd3e3-aad7-458d-99bd-4bcbe5f3f289,0.31
4c4d80a1-a9c7-4bb1-9543-c1c719e08a8d,d477e1fa-776a-4f23-9932-8636522b1df4,0.01
43e99d62-5c77-47a0-a747-c79f9dc17d11,b0e98dee-59cc-4739-b212-6bd44149fd86,0.66
31e6f80c-8015-4732-b798-8e021e2fecfc,6ce8137c-8b92-4305-80f9-1a74cdb0b010,0.94
8a4d9b6e-5617-415e-b83f-538b201e303e,1d128527-e085-4023-8bf6-bc484c08b2be,0.37
a8d3ec1c-2d1c-4158-96eb-fd1985f63852,f43e2fbc-edb9-4f54-a818-3e479b402613,0.59
e18d5cfa-64f4-47a2-a19c-9db0cfe5af1a,d92ba28a-4253-4f1f-82ee-4b40db369c09,0.64
03234454-bcf0-419f-9e44-e80a99a2a216,95e7c110-2cc8-499d-a6bb-af2f24e8b2aa,0.75
5d1eb132-543a-4fe0-a916-287470b6ee18,22b7a84f-c17e-4bbb-8c60-cdd891918a54,0.17
6e71776c-3792-4bbb-8981-fe056603aafa,9e6f53d5-97b5-4064-85cb-5140e893601f,0.22
064ad8bb-fbb6-4083-a986-7debf7590ff5,993c6bd3-fd66-4e8a-8f0e-13b3d5313742,0.28
64656581-99f3-4941-9ed8-c9a3fda572d0,295522cf-4432-4d38-aade-b747391c206c,0.06
62996723-1aba-499f-b333-933e5af64619,3560ed46-99af-4c6c-b356-a0760dbe5e39,0.12
10afc202-a975-4f72-a952-51d38c527030,89f44f60-a625-4228-96c8-5f62f38bd924,0.01
